Session,Session Title,Day,Time,Chunk,Poster ID,Title,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 7,Author 8,Author 9,Author 10,Author 11,Author 12,Author 13,Author 14,Author 15,ACM Author Affiliations,abstract
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P1059,Semantic Dissonance Detection: A Contrastive Kinematic Transformer for Predictive Support for Errorless Learning in VR,Vedanta Hazra,Kaushal Kumar Bhagat,,,,,,,,,,,,,,"Vedanta Hazra: Indian Institute of Technology, Kharagpur, Kaushal Kumar Bhagat: Indian Institute of Technology Kharagpur","High consequence procedural training in Virtual Reality currently relies on reactive Intelligent Tutoring Systems that correct novices only after a physical error is committed. Allowing erroneous physical execution fosters negative training transfer and incorrect motor schema consolidation. We introduce Semantic Dissonance Detection, a cross-modal machine learning framework designed to predict and intercept cognitive action slips before physical contact occurs. By mapping a user's verbalized intent into a semantic latent space using a frozen Vision-Language Model, and simultaneously projecting their real-time 13-element OpenXR kinematic state vector through a custom Contrastive Transformer, the system continuously estimates intent-action divergence. To solve spatial overfitting, we apply Relative Position Normalization across 45-frame rolling temporal windows. The kinematic encoder is trained using Supervised Contrastive Learning to mitigate false negative penalties among kinematically similar linear motions. In a controlled study (N=50, 1500 trajectories) evaluating a four-action spatial protocol, our framework achieved a 93.7% Leave-One-Subject-Out (LOSO) cross-validation accuracy. During applied pedagogical testing, the framework isolated a stable congruence baseline that successfully identified action slips in our experimental setting within the first 0.25 seconds of movement. This 750ms predictive safety buffer allowed users to correct their trajectories mid-reach, associated with a 95.3% relative reduction in completed physical errors compared to reactive baselines. This work offers a focused yet rigorous demonstration of supervised cross-modal kinematic-semantic alignment within a constrained spatial training environment for early predictive modeling in immersive environments."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P1076,Toward Interoperable and Reproducible XR: Key Insights from the IEEE VR 2026 Standardization Panel,Takeshi Kurata,Jen-Shuo Liu,,,,,,,,,,,,,,"Takeshi Kurata: AIST, Jen-Shuo Liu: Columbia University","The IEEE VR 2026 Standardization Panel, ""Standardization in XR and VR: Challenges and Priorities Beyond Terminology,'' brought together representatives from academia, industry, and standards organizations to discuss the role of standardization in the future of immersive technologies. Rather than focusing solely on terminology, the panel addressed how standardization can support interoperability, reproducibility, research practices, and emerging technologies while maintaining close communication between the research community and standards organizations."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P1178,Sea-Scale Situation Awareness for Subsea Infrastructure Security in XR: Design Insights for Immersive and Non-Immersive Tools,Andrea Nordwall,Giulia Wally Scurati,,,,,,,,,,,,,,"Andrea Nordwall: Department of Mechanical Engineering, Giulia Wally Scurati: Blekinge Institute of Technology","Subsea infrastructure faces an increased risk of damage as geopolitical tensions rise in the Baltic Sea region, necessitating cooperation between public and private actors. Current monitoring systems used by national coast guards and cable solutions providers are based on 2D sea chart data visualization, with limited capability for displaying contextual information, and do not effectively support collaboration and knowledge sharing. Based on an iterative user-centered design process, we introduce a concept design for sea-scale situation awareness, integrating 3D bathymetry, satellite, ship transponder, geodata, and cable system sensor data into an integrated view, evaluating immersive vs non-immersive XR modalities."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P1342,Texturized Surfel-Based Dynamic Reconstruction: Comparing Visual Perception with Meshed-TSDF,Bruno Caby,Guillaume Bataille,Florence Danglade,Jean-Rémy Chardonnet,,,,,,,,,,,,"Bruno Caby: Orange Research, Guillaume Bataille: Orange, Florence Danglade: Arts et Metiers ParisTech, Jean-Rémy Chardonnet: Arts et Metiers Institute of Technology","Real-time dynamic reconstruction is a cornerstone technology to maintain spatial awareness over time in collaborative scenarios. Most of existing methods do not handle dynamic changes in real-time, while neural based approaches require extensive preparation time. We present a reconstruction method that addresses both limitations. We performed a user study (N=23) comparing our method against a meshed baseline using signed distance fields in a practical VR scenario, aiming to show comparable user experience. We found no significant differences for perceived quality, task completion time, and task load, with most variations remaining within a 15\% reference margin, indicating a comparable user perception."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P1387,"Effects of Body-Movement Remapping and Attachment Position of a Virtual Supernumerary Arm on Embodiment, Workload, and Performance",Harin Hapuarachchi,Michiteru Kitazaki,Hiroaki Shigemasu,,,,,,,,,,,,,"Harin Hapuarachchi: Kochi University of Technology, Michiteru Kitazaki: Toyohashi University of Technology, Hiroaki Shigemasu: Kochi University of Technology","Virtual supernumerary limbs require effective mappings between the user’s body movements and the additional limb. We investigated how body-movement remapping and attachment position influence embodiment, workload, and reaching performance of a virtual supernumerary arm. Twenty-four participants controlled the arm using shoulder or foot movements while the arm was attached to the shoulder or hip. Ownership and agency were not significantly modulated by either factor. However, shoulder attachment reduced subjective workload, whereas foot control enabled faster reaching. These results reveal a design trade-off: anatomically proximal attachment may reduce workload, while foot-based remapping can improve task performance without reducing embodiment."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P1544,What is Lost in Immersion? How Virtual Reality Reshapes Spatial Understanding of 1920s German Expressionist Cinema?,Rafaella Siagkri,Alexandra Covaci,Gordana Korolija Fontana-Giusti,Ambrose Gillick,Marios Constantinides,Fotis Liarokapis,,,,,,,,,,"Rafaella Siagkri: University of Brighton, Alexandra Covaci: University of Kent, Gordana Korolija Fontana-Giusti: University of Kent, Ambrose Gillick: University of Kent, Marios Constantinides: CYENS Centre of Excellence, Fotis Liarokapis: CYENS, Centre of Excellence","Virtual Reality (VR) is increasingly used for cultural heritage preservation and reconstruction of lost architectural spaces. However, existing work has focused primarily on physically built heritage and has largely treated spatial accuracy as the primary measure of reconstruction fidelity. This assumption remains untested for artistic and cinematic heritage, where distortion, perspective, and controlled viewing conditions are often central to the original experience. To test this, we conducted a within-subjects study (N=30) to examine how VR reshapes the experience of German Expressionist film architecture. Participants experienced Jane's Bedroom from The Cabinet of Dr Caligari across three conditions: (a) film, (b) VR-static, and (c) VR-moving. Our findings show that VR significantly improves spatial perception and visualisation, but simultaneously reduces key Expressionist qualities, including claustrophobia and cinematic disorientation. We argue that spatial accuracy alone is an insufficient measure of fidelity for artistic heritage and discuss implications for future preservation workflows."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P1710,Adaptive Mixed-Reality Spatial Prompts for Navigation in Cultural Environments,Meng Xia,,,,,,,,,,,,,,,Meng Xia: University College London (UCL),"Wayfinding support in mixed reality (MR) is usually delivered as fixed, turn-by-turn overlays that substitute a visitor’s spatial reasoning. This is efficient for routing but poorly suited to cultural environments, where orientation and exploration matter alongside reaching a target. We present an early-stage framework that treats embodied navigation behaviour (dwell, hesitation, backtracking, heading change from head-mounted display tracking) as signals for lightweight inference of a visitor’s navigation state, then adapts MR spatial prompts accordingly, from in-situ cues to withheld guidance. We describe the pipeline, a museum walkthrough, and a planned within-subjects evaluation. No user study has been conducted."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P1714,An Augmented Reality Prototype for Spatial Attention Assessment and Rehabilitation in Visuospatial Neglect,Rim Yu,Eui Jung,Hyo Suk Nam,JoonNyung Heo,Eunjeong Park,,,,,,,,,,,"rim yu: Yonsei University College of Medicine, Eui Jung: SIG Brain Inc., Hyo Suk Nam: Yonsei University College of Medicine, JoonNyung Heo: Yonsei University College of Medicine, Eunjeong Park: Yonsei University College of Medicine","Visuospatial neglect following stroke significantly affects patients’ functional recovery and their ability to perform daily activities. However, traditional assessment methods often require considerable administration time and have limitations in quantitatively capturing behavioral metrics of neglect. This study aims to investigate the technical feasibility of an augmented reality (AR)–based system for assessing and rehabilitating spatial attention deficits. We developed an AR-based system using lightweight AR glasses that present visual stimuli and enable the measurement of user responses through interactive tasks. The proposed system includes multiple spatial attention assessment and rehabilitation tasks, including a Ball Tracking task, Line Bisection task, Target Search task, and Line Following task. Behavioral data collected during task performance enable quantitative assessment of spatial attention functions. The system utilizes lightweight AR glasses with 6 Degrees of Freedom (6-DoF) head tracking to capture user interactions through head movements alone. This approach enables the extraction of behavioral metrics, such as reaction time, spatial bias, and visual search patterns, within an interactive virtual environment. The results suggest that diverse behavioral metrics related to spatial attention can be quantitatively derived through 6-DoF head-movement interaction. The proposed AR-based system demonstrates the potential of a digital rehabilitation platform for the quantitative assessment and rehabilitation of spatial attention functions."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P1795,XR4DAvatar: Photorealistic 4D Avatar for Extended Reality,Yanling Hua,Stefanie Zollmann,Tobias Langlotz,,,,,,,,,,,,,"Yanling Hua: Aarhus Univeristy, Stefanie Zollmann: Aarhus University, Tobias Langlotz: Aarhus University","We present a novel framework for reconstructing photorealistic 4D avatars from monocular videos for XR applications. Unlike existing 3D Gaussian Splatting (3DGS)-based avatar reconstruction methods that rely on constrained human poses and camera setups and often lack animation rigs, our approach supports unconstrained real-world monocular videos as input and produces animatable, photorealistic avatars. We integrate a diffusion-based image generation model to generate multi-view images and a textured SMPL-X-guided 3D Gaussian Splatting model to construct 3D avatars. Our results show superior performance over existing approaches in standard image quality metrics. We also show practical application of our results by demonstrating 4D human performance replay rendered as 4DGS from monocular videos in XR based on our Unity-based replay pipeline."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P1854,Effects of Contextually Competitive Virtual Environments on Selection Studies in Virtual Reality,Eric DeMarbre,Hamza Bashandy,Robert J. Teather,,,,,,,,,,,,,"Eric DeMarbre: Monash University, Hamza Bashandy: Carleton University, Robert J. Teather: Monash University","We present a preliminary study on how the visual presentation of a virtual environment influences performance on a Fitts’ law selection task, which is known to be repetitive and tedious. We compare a ""neutral"" or sterile environment with a detailed arcade environment suggestive of a competitive atmosphere. Results suggest that the environment had a limited impact on performance, but participants had a more positive impression of the more detailed environment."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P1860,TurniBlocks: A Head-Mounted Mixed Reality System for Turn-taking Training in Children with ASD ,Zi di Yu,,,,,,,,,,,,,,,Zi di Yu: Xi’an Academy of Fine Arts,"TurniBlocks is a head-mounted mixed reality system designed to support turn-taking training for children with autism spectrum disorder (ASD). Inspired by the role collaboration and turn-taking mechanisms of LEGO®-Based Therapy (LBT), it transforms block-based cooperative roles into virtual building tasks embedded in a familiar real therapeutic space, forming a multi-party collaboration model. To evaluate its usability, we conducted a user study. Results suggest that TurniBlocks can partially enhance children’s engagement, collaborative turn-taking behaviors, and social participation, highlighting the potential of head-mounted MR for structured autism social training."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P2010,HARI-AR: A Heritage Agent Reasoning Interface for Autonomous Outdoor Navigation and Semantic Spatial Reasoning,Prathik M Hadagali,Himangshu Sarma,Mrinmoy Ghorai,,,,,,,,,,,,,"Prathik M Hadagali: Indian Institute of Information Technology Sri City, Himangshu Sarma: Indian Institute of Information Technology Sri City, Mrinmoy Ghorai: Indian Institute of Information Technology SriCity","Outdoor heritage and pilgrimage sites present navigation challenges that existing AR systems have not addressed: GPS-grade localization without structured geometric models, culturally specific destinations expressed in informal or vernacular language, and landmark-rich but semantically unannotated spaces. We present HARI-AR, an AR navigation system deployed at the Tirumala Venkateshwara temple complex, integrating a five-agent LLM orchestration pipeline over a custom 3,650-node OSM navigation graph enriched with 155 hand-curated semantic POIs to deliver landmark-anchored AR guidance via natural language voice queries. Rather than proposing a new AR rendering paradigm or novel agent architecture, the primary contribution is the deployment, empirical evaluation, and validation of semantically grounded landmark-anchored guidance in a real outdoor heritage environment at scale. A within-subjects study (N=24) showed landmark-referenced instructions significantly reduced directional errors compared to GPS-arrow-only guidance (21/24 vs. 14/24 correct turns; Fisher's exact p<0.05), with a SUS score of 74.2, establishing that natural language landmark navigation is both feasible and measurably effective for first-time users in complex cultural environments."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P2380,Cross-reality XR for Situation Awareness in Drone Operations ,Luljeta Sinani,Florian Baugé,Frank Steinicke,Andreas Gerndt,Georgia Albuquerque,,,,,,,,,,,"Luljeta Sinani: German Aerospace Center (DLR), Florian Baugé: German Aerospace Center (DLR), Frank Steinicke: Universität Hamburg, Andreas Gerndt: German Aerospace Center (DLR), Georgia Albuquerque: German Aerospace Center (DLR)","This work-in-progress presents an eXtended Reality (XR) interface for Unmanned Traffic Management (UTM). As new airspace regulations emerge to accommodate automated drone flights, representing dense traffic on 2D displays limits spatial understanding of complex urban environments. Designed based on stakeholder input, we developed a cross-reality XR interface that combines Mixed Reality (MR) tabletop overviews with immersive Virtual Reality (VR) to support visualization, monitoring, and planning of drone operations. We integrate our prototype with a real UTM system to show technical feasibility. Preliminary expert feedback indicates promising potential for XR in unmanned airspace management and reveals important considerations for future work."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P2383,Beyond Visual Fixes: How Users Experience Anticipatory Audio Cues for VR Cybersickness,Yuxue Bao,Xin Wang,Dominik Lange-Nawka,Elliott Wen,Burkhard C. Wünsche,,,,,,,,,,,"Yuxue Bao: The University Of Auckland, Xin Wang: The University of Auckland, Dominik Lange-Nawka: University of Auckland, Elliott Wen: The University of Auckland, Burkhard C. Wünsche: University of Auckland","Visual VR cybersickness mitigation often reduces immersion, motivating non-visual
alternatives. Although prior work has quantified that anticipatory audio cues lower
cybersickness, how users experience them in immersive VR remains little understood.
We addressed this through semi-structured interviews and reflexive thematic analysis
with 24 participants in a roller-coaster simulator, comparing directional (turn
direction), intensity (turn magnitude), and combined audio cues. Participants read
directional cues effortlessly, but found intensity rhythms harder to interpret.
Combining both felt the most complete and reassuring. Users experienced them as easing
cybersickness by making motion predictable and restoring control, with intensity
encoding an open design question."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P2438,Adaptive Coaching with High-Fidelity Physics for Virtual Reality Badminton Training,Suryansh Bakshi,Chaitanya Anand,Pheelip Raipure,Vaishnav Kameswaran,Himangshu Sarma,Annushree Bablani,Mrinmoy Ghorai,,,,,,,,,"suryansh Bakshi: Indian institute of information technology sri city, Chaitanya Anand: Indian Institute of Information Technology Sri City, Pheelip Raipure: Indian Institute of Information Technology Sri City, Vaishnav Kameswaran: MBZUAI, Himangshu Sarma: Indian Institute of Information Technology Sri City, Annushree Bablani: Indian Institute of Information Technology Sri City, Mrinmoy Ghorai: Indian Institute of Information Technology SriCity","Traditional sports training often struggles to deliver real-time, personalized, and biomechanically accurate feedback during rapid physical execution. This paper presents XR Badminton, a system architecture engineered for adaptive coaching with high-fidelity physics for virtual reality badminton training running on standalone head-mounted displays. The framework introduces three core contributions: (1) a real-time tracking pipeline that utilizes a Holt-Linear filtered state machine to segment complex overhead strokes into a seven-phase kinematic sequence, scoring performance across eleven expert-derived biomechanical rules via distinct mathematical mapping profiles; (2) a high-fidelity training environment featuring a procedural, aerodynamic shuttlecock simulation with nose-heavy physical balance and quadratic drag trajectory prediction; and (3) an adaptive coaching layer that isolates a player's most critical mechanical flaw via priority-weighted deficit selection and dynamically routes tailored corrective feedback through seamless modality substitution across visual HUDs, spatial audio, and haptic cues. We outline the core system components, demonstrate a non-blocking telemetry logging infrastructure used for high-frequency player tracking, and present a verification protocol validating the framework's tracking calculations and trajectory physics"
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P2466,Exploring a Virtual Pet as an Adaptive Agent in Personalized VR Rehabilitation: A Country Fair Serious Game for Stroke Survivors,David Palricas,Bernardo Marques,Inês Figueiredo,Sérgio Oliveira,Bianca Guerreiro,Beatriz Sousa Santos,,,,,,,,,,"David Palricas: University of Aveiro, Bernardo Marques: University of Aveiro, Inês Figueiredo: Universidade de Aveiro, Sérgio Oliveira: University of Aveiro, Bianca Guerreiro: IEETA, DETI, LASI, University of Aveiro, Beatriz Sousa Santos: University of Aveiro","Traditional stroke rehabilitation methods fail to sustain long-term motivation due to their repetitive and non-adaptive nature. This work presents a VR-based country fair serious game designed to support stroke survivors during upper-limb rehabilitation through personalized and engaging interactions. The game integrates a virtual pet as the central engagement mechanism. Survivors complete frisbee-throwing tasks toward predefined targets in the virtual environment, after which the pet retrieves the object and returns it, creating a continuous interaction loop. Visual and auditory feedback, including celebratory cues such as barking, reinforces progress and maintains attention. A personalization module continuously collects performance data and dynamically adjusts target placement according to the survivor’s ability, ensuring an appropriate challenge level while reducing monotony. The game was evaluated with 32 participants, who reported positive feedback, describing it as fun, easy to use, and appropriately challenging. Results suggest that adaptive personalization enhances motivation and provides useful behavioral data for new features."
Poster 3A,"Embodied Interaction, Multimodal Control & Assistive Systems","Friday, 9 October",11:15-13:45,Chunk 2,P2486,Stepping Beyond the Stones: A Mixed Reality Stonehenge Experience with Interactive Augmentations and Virtual Portals,Kennard Nicolai,Christian Geiger,,,,,,,,,,,,,,"Kennard Nicolai: University of Applied Sciences Düsseldorf, Christian Geiger: University of Applied Sciences Düsseldorf","We present a mixed reality (MR) Stonehenge experience based on the stones in England that combines a spatially registered digital twin reconstructed from LiDAR and photogrammetry with a physical replica. The system enables embodied hand tracked interaction, allowing users to apply and trigger virtual augmentations directly grounded on the stone structures, including painting, animation, and video playback visible through a Head Mounted Display (HMD). Because the physical setup can only represent a subset of the monument, we introduce a virtual portal mechanism that seamlessly connects localized MR with a full-scale virtual reconstruction of Stonehenge and its surrounding landscape. A preliminary user study with 14 participants reports positive usability and user experience, indicating that virtual portals can effectively extend small-scale embodied interaction into large-scale cultural heritage experiences."
Poster 2B,"Collaborative XR, Avatars & Navigation","Thursday, 8 October",14:15-16:30,Chunk 3,P2489,Asymmetric AR Access for Co-Located Collaborative Work,Michael Anderson,Rajas Kejriwal,Nelusa Pathmanathan,Kuno Kurzhals,Alexander Plopski,,,,,,,,,,,"Michael Anderson: Computer Graphics and Vision, Rajas Kejriwal: TU Graz, Nelusa Pathmanathan: University of Stuttgart, Kuno Kurzhals: University of Stuttgart, Alexander Plopski: TU Graz","Collaboration is a core component of augmented reality (AR) usage, especially in co-located settings where shared visualizations can improve performance and communication. While symmetric AR collaboration has been widely studied, asymmetric settings where only one or a subset of users have access to AR content remain underexplored.

To investigate this phenomenon, we conducted a user study with 24 participants working in pairs on a tangram puzzle task. Participants either used an AR headset (Hololens 2) with AR guidance in the form of puzzle outlines in the workspace or, when having no access to the AR instructions, utilized Aria glasses for non-intrusive eye tracking.

Results demonstrate that AR improves objective performance; however, the asymmetric constellations significantly change team communication, gaze behavior, and subjective feelings about the collaborative process. This situation reveals challenges for supporting effective collaboration when AR access is unequal."
Poster 1A,"Visualization, Rendering & Immersive Experience","Wednesday, 7 October",10:30-12:45,Chunk 6,P2607,Forgetting the Binders: A Pervasive Augmented Reality Platform for Supporting Maintenance on the Shop Floor,Pedro Reisinho,Bernardo Marques,Fábio Barros,João Alves,Tiago Araújo,Duarte Almeida,Paulo Dias,Beatriz Sousa Santos,,,,,,,,"Pedro Reisinho: University of Aveiro, Bernardo Marques: University of Aveiro, Fábio Barros: University of Aveiro, João Alves: University of Aveiro, Tiago Araújo: University of Aveiro, Duarte Almeida: Bosch, Paulo Dias: University of Aveiro, Beatriz Sousa Santos: University of Aveiro","In modern industrial environments, maintenance is hindered by the growing complexity of machinery and the dispersed nature of operational information, forcing technicians to consult data away from the equipment and sacrifice spatial context. The present study proposes a pervasive AR platform for supporting SV of maintenance information, anchoring relevant data to the components of a hydraulic press for consultation in situ. The results of a 20-participant user study demonstrated that the proposed platform achieved strong task completion effectiveness, alongside high levels of attentional allocation, information understanding, and satisfaction, with low levels of visual complexity, mental and physical effort, and frustration."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P2707,Couch-AR: Soft Furniture as Interactive Augmented Reality Surfaces,Alexandru-Tudor Andrei,Radu-Daniel Vatavu,,,,,,,,,,,,,,"Alexandru-Tudor Andrei: Ștefan cel Mare University of Suceava, Radu-Daniel Vatavu: Stefan cel Mare University of Suceava","We present Couch-AR, a spatial augmented reality system that transforms soft furniture into interactive surfaces for lean-back seated interaction. While prior spatial AR systems have focused on rigid surfaces such as tables, floors, and walls, soft furniture remains underexplored. In this work, we showcase seated interaction via touch, swipe, and mid-air gestures for couch-based content navigation and manipulation. A preliminary evaluation revealed a positive user experience across UMUX, UEQ+, and NASA-TLX, which creates the premises for future investigations on seated AR experiences."
Poster 3B,Interaction & XR Interfaces,"Friday, 9 October",14:15-16:30,Chunk 1,P2783,EmpathicMirror: Adaptive Mirror for Sharing Emotions through Reflections in Virtual Reality,Theophilus Teo,Allison Jing,Heesook Shin,Yongho Lee,Youn-Hee Gil,Mark Billinghurst,Gun A. Lee,,,,,,,,,"Theophilus Teo: Adelaide University, Allison Jing: RMIT University, Heesook Shin: Electronics and Telecommunications Research Institute, Yongho Lee: Electronics and Telecommunications Research Institute, Youn-Hee Gil: Electronics and Telecommunications Research Institute, Mark Billinghurst: Adelaide University, Gun A. Lee: Adelaide University","VR collaboration allows users to share non-verbal expressions through visual cues. Existing techniques often project these expressions to various locations within the VR space, which can cause confusion as this is not common in real-world interactions. To address this, we introduce EmpathicMirror, a mirror that orients itself near the user's perspective to enable sharing expressions. It uses reflections to reproject VR users’ gestures and emotions to support a VR collaboration. It operates in three modes: Player Dominant, Fixed, and Partner Dominant. These modes manipulate the mirror's position based on the users' view directions or a fixed location in the VR space. Additionally, it rotates itself to allow users to see each other through reflections. Finally, it can facilitate sharing emotions through facial expressions by rendering visual cues and effects on or around the mirror."
Poster 2A,"Human Perception, Cognition & XR Methods","Thursday, 8 October",11:15-13:45,Chunk 5,P2789,Beyond Non-Human Embodiment: An Affordance Analysis of Non-Anthropocentric Experience in VR Games ,Yinshuai Zeng,Chenyu Zhang,Ana-Despina Tudor,,,,,,,,,,,,,"Yinshuai Zeng: University of the Arts London, Chenyu Zhang: University of the arts london, Ana-Despina Tudor: University of the Arts London","Virtual Reality is increasingly used to support environmental storytelling and non-human perspective-taking (Zong, 2026). However, embodying non-human characters does not necessarily result in a non-anthropocentric experience.This qualitative study aims to uncover how affordances in two VR games support non-anthropocentrism through a comparative analysis of Moss and Stray VR. Gameplay recordings and post-experience questionnaires were inductively coded in NVivo. Four affordance patterns emerged: Species-Scaled Movement, Environmental Navigation, Species-Consistent Interaction and Relational Agency, revealing that non-human embodiment is often supported, while ecological relations remain structured through anthropocentric control logic. Future work will include developing design guidelines for non-anthropocentric VR experiences."
Poster 1B,"XR Training, Education & Responsible Use","Wednesday, 7 October",13:45-16:00,Chunk 4,P2798,AR Bouldering Replay with Contact-Aware Human-Scene Alignment,Yanling Hua,Stefanie Zollmann,Tobias Langlotz,,,,,,,,,,,,,"Yanling Hua: Aarhus Univeristy, Stefanie Zollmann: Aarhus University, Tobias Langlotz: Aarhus University","We present a 4D human-scene reconstruction method for precise human-scene alignment in bouldering scenarios. 4D bouldering replay can convey complex climbing movements from different perspectives and support asynchronous collaborative training. However, it is nontrivial to accurately reconstruct and align human motion with climbing-wall geometry from monocular video. To address this problem, we introduce a contact-aware fine-tuning method that builds upon state-of-the-art human-scene reconstruction methods. By incorporating human-scene contact and penetration constraints, our method improves alignment between reconstructed climbers and climbing walls. We further develop an AR bouldering system for optimal climbing-wall anchoring and motion replay."
